Date;type;nb;net;rope;Latitude;Longitude
27/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;46.5224;-62.6839
27/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;48.2023;-61.5198
26/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.172;-62.587
27/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.273;-62.6783
29/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.273;-62.6783
29/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.2965;-62.559
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.1867;-62.6608
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;500;47.1867;-62.6608
13/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;48.0692;-64.9395
13/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;47.2538;-62.7067
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;48.0552;-64.7057
12/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;47.2732;-62.6967
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;48.0552;-64.7057
12/06/2020;CASIER/CAGE - TRAP/POT;1;0;480;46.951;-62.4612
20/06/2020;CASIER/CAGE - TRAP/POT;29;0;4200;42.3569;-64.9869
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.5945;-62.3675
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.3675;-62.413
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.7458;-62.381
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.9553;-62.2865
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.9643;-62.2458
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.7842;-62.2368
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.9608;-62.2168
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.6628;-62.4443
26/06/2020;CASIER/CAGE - TRAP/POT;1;0;240;46.8103;-61.9913
01/07/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.68;-62.5117
01/07/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.662;-62.521
21/06/2020;CASIER/CAGE - TRAP/POT;5;0;420;45.3017;-61.5675
15/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
02/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
24/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;48.2083;-64.3703
22/06/2020;CASIER/CAGE - TRAP/POT;2;0;900;48.0145;-64.9628
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;47.682;-62.6068
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;48.0167;-63.2633
03/07/2020;CASIER/CAGE - TRAP/POT;1;0;0;46.8147;-63.987
05/07/2020;CASIER/CAGE - TRAP/POT;1;0;600;45.028;-60.9587
04/07/2020;CASIER/CAGE - TRAP/POT;5;0;0;See notes;See notes
06/07/2020;CASIER/CAGE - TRAP/POT;1;0;500;46.5732;-61.3408
;CASIER/CAGE - TRAP/POT;1;0;260;48.0162;-63.3944
;CASIER/CAGE - TRAP/POT;1;0;260;47.9459;-63.3608
;CASIER/CAGE - TRAP/POT;1;0;260;47.8823;-63.2336
;CASIER/CAGE - TRAP/POT;1;0;260;47.8209;-63.3003
;CASIER/CAGE - TRAP/POT;1;0;260;47.2759;-63.0484
03/07/2020;CASIER/CAGE - TRAP/POT;2;0;180;;
N/A;CASIER/CAGE - TRAP/POT;4;0;192;N/A;N/A
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.9643;-63.3547
30/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;48.1475;-64.5762
04/07/2020;CASIER/CAGE - TRAP/POT;1;0;0;46.8293;-64.0199
;CASIER/CAGE - TRAP/POT;1;0;450;46.5899;-63.6934
;CASIER/CAGE - TRAP/POT;1;0;450;46.5709;-63.7322
20/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;45.0635;-59.6063
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.449;-63.4963
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.4957;-63.4963
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;0;47.3018;-62.3863
19/05/2020;CASIER/CAGE - TRAP/POT;1;0;480;47.5652;-63.7181
27/06/2020;CASIER/CAGE - TRAP/POT;6;0;0;See notes;See notes
19/06/2020;CASIER/CAGE - TRAP/POT;2;0;80;46.1215;-61.4768
12/06/2020;CASIER/CAGE - TRAP/POT;1;0;540;46.6916;-61.4463
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;;
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;46.742;-62.0637
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;47.0515;-62.4268
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;46.8352;-61.611
28/06/2020;CASIER/CAGE - TRAP/POT;1;0;450;47.0718;-62.4823
04/07/2020;CASIER/CAGE - TRAP/POT;2;60;50;46.7688;-64.0657
04/07/2020;CASIER/CAGE - TRAP/POT;1;0;30;46.7677;-64.0435
01/06/2020;CASIER/CAGE - TRAP/POT;13;0;72-90;See notes;See notes
02/06/2020;CASIER/CAGE - TRAP/POT;1;0;70;45.3973;-59.3591
05/06/2020;CASIER/CAGE - TRAP/POT;1;0;540;48.3372;-64.3918
05/06/2020;CASIER/CAGE - TRAP/POT;1;0;540;;
05/06/2020;CASIER/CAGE - TRAP/POT;1;0;540;;
05/06/2020;CASIER/CAGE - TRAP/POT;1;0;540;48.3288;-64.2862
10/07/2020;CASIER/CAGE - TRAP/POT;1;0;600;46.8698;-60.8697
26/06/2020;CASIER/CAGE - TRAP/POT;3;0;420;47.43;-62.32
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
;CASIER/CAGE - TRAP/POT;1;0;0;See notes;See notes
