-62.6194444444444,47.09
-62.5902777777778,47.0416666666667
-62.5347222222222,47.3716666666667
-62.5027777777778,47.4919444444444
-62.5247222222222,47.3802777777778
-62.5411111111111,47.0441666666667
-62.5563888888889,47.4697222222222
-62.6088888888889,47.1547222222222
-62.5569444444444,47.4775
-62.4888888888889,47.425
-62.47,47.0722222222222
-62.5233333333333,47.4927777777778
-62.5805555555556,47.4341666666667
-62.5025,47.5772222222222
-62.5941666666667,47.2783333333333
-62.5672222222222,47.5161111111111
-62.4775,47.3936111111111
-62.5486111111111,47.4236111111111
-62.5486111111111,47.4236111111111
-62.4508333333333,47.0422222222222
-62.5063888888889,47.3938888888889
-62.5016666666667,47.3863888888889
-62.5752777777778,47.3113888888889
-62.5091666666667,47.4694444444444
-62.44,47.5366666666667
-62.4963888888889,47.1069444444444
-62.5694444444444,47.2944444444444
-62.4341666666667,47.5741666666667
-62.5361111111111,47.4630555555556
-62.5255555555556,47.4722222222222
-62.5441666666667,47.4488888888889
-62.4722222222222,47.3861111111111
-62.4722222222222,47.3861111111111
-62.5247,47.4831
-62.5762,47.3067
-62.5267,47.4943
-62.4727,47.0243
-62.4911,47.4742
-62.511,47.5188
-62.5708,47.4923
-62.5528,47.441
-62.6164,47.0831
-62.5139,47.5464
-62.5469,47.3719
-62.5377,47.1103
-62.4438,47.0516
-62.4555,47.5417
-62.5213,47.473
-62.4975,47.4512
-62.5477,47.4393
-62.5383,47.4417
-62.551,47.0327
-62.5531,47.3567
-62.5289,47.3494
-62.5263,47.378
-62.5208,47.3563
-62.536,47.0287
-62.5639,47.3883
-62.4756,47.4428
-62.5303,47.3725
-62.4873,47.4779
-62.5153,47.3808
-62.4642,47.4549
-62.4455,47.4162
-62.5963,47.1287
-62.5154,47.0521
-62.6065,47.0463
-62.5361,47.0614
-62.587,47.172
-62.559,47.2965
-62.4823,47.0718
